CPH,ProducerID,TradingName,Date
21/182/0030/,10165,M G & J PARKER,2017-03-09
21/143/0040/,9983,G & M ROBINSON & SON,2017-03-09
21/235/0014/,10297,B W & J ROBINSON,2017-03-09
21/238/0027/,10312,D P  MORRIS,2017-03-09
17/092/0024/,9011,W C & M E GEORGE & SON,2017-03-09
08/387/0008/,4093,W A ERRINGTON,2017-03-09
08/389/0001/,4100,H F ATKINSON & SON,2017-03-09
08/389/0010/,4101,M/S J B & M R CLEASBY & SON,2017-03-09
09/151/0008/,4825,P J & J A MORTEN & DAUGHTERS,2017-03-09
09/151/0046/,4831,A D & S M THOMPSON,2017-03-09
07/059/0017/,1839,M A & C M JONES & SON,2017-03-09
07/197/0013/,2498,T J & C M DAUNCEY,2017-03-09
07/200/0001/,2528,N H SEMMENS & SON LTD,2017-03-09
07/188/0113/,2450,Trink Dairy Limited,2017-03-10
07/202/0036,2538,"R J, B C & N W J Monies",2017-03-10
08/193/0029/,3681,MESSRS P H FORBES,2017-03-10
08/123/0028/,3348,M/S J G & C E PALMER,2017-03-10
06/359/0026/,1400,C & S Hooley,2017-03-10
06/146/0024/,648,D & P HOLLINSHEAD,2017-03-10
24/432/0006/,11144,F W READ & SONS LTD,2017-03-10
37/037/0118/,14620,MESSRS A G BONSALL & SON,2017-03-10
48/484/0002/,17790,M & V DOBSON,2017-03-10
48/277/0038/,17430,M/S J R & E GIBSON,2017-03-10
48/336/0004/,17481,R W WOOD & CO,2017-03-10
48/474/0012/,17733,E R CORNFORTH & SON,2017-03-10
08/185/0117/,29225,D & L GRAHAM,2017-03-10
06/226/0030/,29459,GARNETT FARMS,2017-03-10
24/731/0016/,25518,T/A: ME & ME Davenport,2017-03-10
34/488/0022/,12038,"Michael J King, Gemma M King, Richard J King and Kathleen A King",2017-03-13
11/053/0049/,7211,T M Garry,2017-03-13
18/048/0080/,9395,B & J HILSDON,2017-03-14
37/202/0011/,15254,MESSRS F & E M BUXTON & PARTNERS,2017-03-14
55/441/0057/,21129,Lower Tancredston Farm Ltd,2017-03-14
55/484/0011/,21374,A H Pritchard & Son,2017-03-14
55/486/0001/,21377,A H Prichard & Son,2017-03-14
55/493/0024/,21415,D M V & Mrs V A Griffiths,2017-03-15
56/029/0004/,21736,T/A: J & B RICHARDS,2017-03-15
09/095/0060/,29477,T/A: P L & K J Boam,2017-03-15
07/131/0037/,30189,T/A: J S & S M Tucker,2017-03-15
07/030/0144/,30793,T/A: RS & SJ Risdon,2017-03-15
10/440/0273/,30816,T/A: Woodhay Farm,2017-03-15
42/038/0012/,15866,The Goodwood Estate Company Ltd,2017-03-15
42/115/0012/,15935,C W F HUGHES & SON,2017-03-15
52/151/0238/,19085,A I BOWEN,2017-03-15
10/425/0085/,6975,M J & N M SHIRE,2017-03-15
08/634/0035/,4243,F A & J M GRAVES,2017-03-15
10/216/0001/,6175,J P T & A C REED,2017-03-15
06/085/0063/,496,MCGRATH PARTNERS,2017-03-15
06/226/0030/,884,GARNETT FARMS,2017-03-15
06/226/0030/,884,GARNETT FARMS,2017-03-15
06/226/0042/,886,MR S WAINWRIGHT,2017-03-15
06/228/0007/,890,T/A: D & S A BODEN,2017-03-15
08/359/0018/,3955,M H & A R ROBINSON,2017-03-15
08/362/0024/,3967,GIBSON & BERRY,2017-03-15
08/363/6005/,3971,J & M MAUDSLEY & SONS,2017-03-15
07/199/0043/,2518,W C BOTTRELL,2017-03-16
07/199/0051/,2520,K BOTTRELL,2017-03-16
06/152/0024/,672,HARRY SINKER & SONS,2017-03-16
06/152/0024/,672,HARRY SINKER & SONS,2017-03-16
08/387/0008/,4093,W A ERRINGTON,2017-03-16
08/391/0015/,4108,F HARRISON & SONS,2017-03-16
09/109/0009/,4720,D & C GIBSON,2017-03-16
11/235/0006/,7788,B Chandler,2017-03-16
49/348/0274/,18471,MR P D POGSON,2017-03-16
49/349/1103/,18548,G D & A MIDGLEY,2017-03-16
49/356/0299/,18571,"R, I R & J A DODSON",2017-03-16
44/901/0020/,16369,D W YATES,2017-03-16
36/398/0012/,14189,P & R E Kimber,2017-03-16
05/350/0040/,30359,T/A: M & A Snowden,2017-03-16
55/025/0184/,30287,T/A: GP & GW Beynon,2017-03-16
55/081/0013/,29376,"J H, C A & W L Phillips",2017-03-16
06/207/0045/,29310,T J & S L MANSELL,2017-03-16
08/413/0002/,28949,MESSRS ALTHAM,2017-03-16
37/067/0059/,14824,J M FERNYHOUGH,2017-03-17
38/102/0078/,15556,Fen Farm Dairy Ltd,2017-03-17
36/239/0005/,13838,Olive Farm (Babcary) Ltd,2017-03-17
06/383/0007/,1473,R COOPER & SON LTD,2017-03-17
06/336/0010/,1304,"J, R A & P R STORER",2017-03-17
08/173/0102/,3585,A MOUNSEY & SON,2017-03-20
11/161/0020/,7538,HOSKINS PARTNERS,2017-03-20
36/067/0015/,13438,A S & S MORGAN,2017-03-20
21/403/0037/,10444,W & C GORST & SONS,2017-03-20
44/901/0020/,16369,D W YATES,2017-03-20
45/329/0004/,16969,Trinity Farm Seagry Limited,2017-03-20
15/205/0092/,29165,S F MARSDEN,2017-03-20
37/201/0038/,29499,K G CLAY,2017-03-21
49/355/0383/,30064,Gillian R Clough & Timothy M Clough,2017-03-21
36/153/0069/,30555,T/A: MP Crudge & L M Shere,2017-03-21
48/394/0003/,17565,"J J, A A & R MCGREGOR",2017-03-21
49/528/0979/,18612,MR J WELLOCK,2017-03-21
49/528/0927/,18607,PETER SHARP & SON,2017-03-21
37/132/0020/,15010,PADDOCKS FARM LIMITED,2017-03-21
37/102/0013/,14936,P R & J LAWLEY,2017-03-21
36/483/0124/,14408,H & N  M WALL,2017-03-21
30/748/0127/,11525,MR I D RENWICK,2017-03-21
36/271/0059/,13913,A E VILE AND SON,2017-03-21
14/236/0005/,8456,HOLMLEIGH DAIRY,2017-03-21
08/359/0018/,3955,M H & A R ROBINSON,2017-03-21
08/645/0016/,4292,T W & C A LONG,2017-03-21
08/355/0006/,3934,W GARNETT & SON,2017-03-21
08/345/0016/,3903,H WRIGHT & SONS,2017-03-21
07/188/0113/,2450,Trink Dairy Limited,2017-03-21
08/129/0009/,3358,MESSRS W A & M MOUNSEY,2017-03-22
10/216/0001/,6175,J P T & A C REED,2017-03-22
17/322/0026/,9173,J R WESTON,2017-03-22
17/150/0005/,9069,F W & R J SIMCOCK,2017-03-22
10/406/0145/,6917,S E J TAPP & SONS,2017-03-22
21/161/0029/,10081,W R & C M LAWRENSON,2017-03-22
52/122/0055/,19007,FG & AM WINDSOR,2017-03-22
10/440/0273/,30816,T/A: Woodhay Farm,2017-03-22
37/079/0043/,30100,T/A: CP & RY Goodfellow,2017-03-22
10/406/0165/,29739,E R E & J Down,2017-03-22
51/350/0089/,29457,Yorkshire Dairy Goats,2017-03-22
56/029/0004/,21736,T/A: J & B RICHARDS,2017-03-22
55/427/0012/,30270,T/A: MJ & SL & AL Morgan,2017-03-23
48/844/0015/,18343,S & I A ROBINSON,2017-03-23
48/845/0104/,18361,S & P PARKER,2017-03-23
21/219/0011/,10252,D & D THISTLETHWAITE,2017-03-23
21/182/0030/,10165,M G & J PARKER,2017-03-23
18/048/0080/,9395,B & J HILSDON,2017-03-23
21/033/0009/,9722,J & G HOLT,2017-03-23
36/230/0007/,13793,LOTTISHAM FARMS LTD,2017-03-23
36/126/0018/,13546,MR G E ROSSITER JR,2017-03-23
14/305/0024/,8518,A R Cozens,2017-03-23
11/219/0042/,7739,M W & M R GILES,2017-03-23
10/148/0049/,5757,"R J, G M & A J Tucker",2017-03-23
10/148/0042/,5756,M J TUCKER,2017-03-23
06/321/0061/,1271,C & S FITTON & SON,2017-03-23
07/013/0435/,1608,P G & T A HICKS,2017-03-23
06/085/0063/,496,MCGRATH PARTNERS,2017-03-23
06/226/0033/,885,N & B MOSELEY &SON,2017-03-23
06/382/0001/,1459,D & W Davenport,2017-03-24
06/350/0027/,1378,Fletcher & Co LLP,2017-03-24
07/114/0002/,2058,R C EAMES & SON,2017-03-24
08/189/0002/,3651,M/S W T BENDLE & SON,2017-03-24
07/160/0015/,2282,J E & S E EASTLEY,2017-03-24
08/011/0024/,2704,MR R W CRAYSTON,2017-03-24
37/056/0069/,14699,MRS F E SHENTON & SON,2017-03-24
55/070/0252/,30240,T/A: WDI & GHW Williams,2017-03-24
55/202/0130/,30299,T/A: GLL & MM Jones,2017-03-24
10/168/0034/,30382,T/A: Robert G Woolacott and Richard F Woolacott,2017-03-27
11/188/7000/,29427,A E & R P Carpenter,2017-03-27
36/220/0023/,26194,Bagborough Farms Ltd,2017-03-27
28/380/0006/,29863,E S Burroughs and Sons,2017-03-28
22/094/0147/,30744,Evolution Farming Limited,2017-03-28
07/030/7010/,30838,T/A : S & J Gillbard,2017-03-28
38/102/0078/,15556,Fen Farm Dairy Ltd,2017-03-28
38/400/0005/,15616,H F CAPON & SON,2017-03-28
22/241/0053/,10995,R H TRIVETT & SON,2017-03-28
22/177/0017/,10882,MR B L & MRS K M SERCOMBE,2017-03-28
08/053/0035/,3015,M/S S A & W J LINDSAY,2017-03-28
08/038/0098/,2908,M/S G & N A BAINBRIDGE & SON,2017-03-28
08/058/0044/,3033,MESSRS TS & SM PARK,2017-03-28
08/063/0004/,3044,M/S MORRIS EYTON & SON,2017-03-28
07/007/0121/,1581,W E NICHOLLS & CO.,2017-03-28
37/064/0247/,14785,H & J SMITH & SONS,2017-03-29
37/064/0260/,14787,R & J SHORE,2017-03-29
14/097/0005/,30478,T/A: T E Lander,2017-03-29
10/093/0341/,30343,T/A: Chagfarm CIC,2017-03-29
10/082/0030/,29899,R.W. Rolle,2017-03-29
28/271/0004/,29444,BIRCHAM WINDMILL,2017-03-30
06/207/0045/,29310,T J & S L MANSELL,2017-03-30
55/493/0024/,21415,D M V & Mrs V A Griffiths,2017-03-30
55/499/0025/,21459,Mr J C Harris & Mrs M L Howe,2017-03-30
55/537/0001/,21610,J A L James & Partners,2017-03-30
55/461/0033/,21242,Wesbil Ltd,2017-03-30
28/425/0008/,30834,E. A. Mayhew & Sons Limited,2017-03-30
48/832/0020/,18297,K G STAPLETON & SON,2017-03-30
48/588/0005/,17941,M D PARKINSON AND SON,2017-03-30
49/528/0979/,18612,MR J WELLOCK,2017-03-30
21/031/0011/,9718,E B DOWSON & SON,2017-03-30
21/121/0011/,9878,M W D & H A HAYHURST,2017-03-30
21/009/0044/,9660,J PEMBERTON,2017-03-30
21/002/0004/,9591,CARRAN LODGE LIMITED,2017-03-30
35/279/0042/,13223,Bubney Farms Ltd,2017-03-30
06/085/0063/,496,MCGRATH PARTNERS,2017-03-30
06/134/0008/,612,W GREENWOOD,2017-03-30
06/226/0033/,885,N & B MOSELEY &SON,2017-03-30
06/407/0002/,1494,D A & E M DRINKALL & SON,2017-03-30
08/149/0032/,3449,M/S T T & J E MASON,2017-03-30
08/159/0051/,3520,FELLVIEW FARMS LTD,2017-03-30
08/398/0002/,4147,MESSRS J HARRISON,2017-03-30
09/151/0008/,4825,P J & J A MORTEN & DAUGHTERS,2017-03-30
09/151/0046/,4831,A D & S M THOMPSON,2017-03-30
08/031/0048/,2809,MESSRS D T & G YOUNG,2017-03-31
07/021/0076/,1654,P & S BRUNA,2017-03-31
07/098/0068/,1989,C D GREENAWAY & SONS,2017-03-31
07/037/0131/,1747,R E ANGUISH,2017-03-31
35/173/0064/,12920,Mrs E M Corfield & Son,2017-03-31
35/140/0025/,12635,D D & M Williams,2017-03-31
52/165/0018/,19171,E P Roberts & Sons,2017-03-31
55/021/0109/,19871,I M & A N Walters,2017-03-31
55/047/0085/,20108,T V HUGHES & CO,2017-03-31
55/047/0085/,20120,D C & G Henry,2017-03-31
36/454/0018/,14340,P G Snell & Sons,2017-03-31
37/188/0041/,15166,MR D E FENTON,2017-03-31
08/185/0117/,29225,D & L GRAHAM,2017-03-31
55/054/0156/,29028,Cothi Valley Goats,2017-03-31
08/028/0117/,29042,DOLKEN DAIRY GOATS,2017-03-31
36/068/0017/,29632,North Farm (Pawlett),2017-03-31
45/004/0062/,30313,T/A: JM & DE Ovens,2017-04-03
35/270/0110/,13200,D & P ALLEN,2017-04-03
06/265/0015/,1066,S J MITCHELL & CO,2017-04-03
06/281/0006/,1108,A B LATHAM,2017-04-03
06/286/0024/,1137,G B COPE,2017-04-03
10/412/0002/,6939,BICTON COLLEGE,2017-04-03
10/397/0033/,6848,C J Parish & Son,2017-04-03
03/231/0003/,247,W A WOODFIELD & SON,2017-04-04
03/233/0082/,248,BEECHDEAN FARMS,2017-04-04
21/417/0023/,10532,T/A: W S BURROW & SON,2017-04-04
08/634/0135/,30710,T/A: AP and CH Sharphouse,2017-04-04
11/277/0119/,30778,Ben Miller,2017-04-04
55/537/0001/,21610,J A L James & Partners,2017-04-04
55/478/0058/00,21344,W R & E K Jenkins,2017-04-04
55/529/0039/,21581,M L & J A McNamara,2017-04-04
55/508/0014/,21494,D M & E M & A D W Davies,2017-04-04
55/514/0112/,21539,G W & F M Ratcliffe,2017-04-04
02/081/0021/,28860,J R GOODENOUGH & SONS,2017-04-04
60/060/0142/,22574,A J Jones & Son,2017-04-05
56/062/0041/,21900,R C PROBIN & SONS,2017-04-05
56/239/0037/,22206,K PUGH,2017-04-05
56/241/0025/,22227,WL Jones & Son,2017-04-05
10/406/0165/,29739,E R E & J Down,2017-04-05
09/099/0062/,30276,T/A: Edward Mellor,2017-04-05
09/014/0009/,29424,EASOM & SONS (NETHERGREEN),2017-04-05
17/080/0003/,30858,T/A: PC & CJ Morgan,2017-04-05
17/047/0051/,30859,T/A: James J Quan,2017-04-05
16/196/0005/,30702,Merrijohn Ltd,2017-04-05
21/007/0011/,9612,BUTLER T J M,2017-04-05
20/353/0006/,9574,P C COLEMAN & PARTNERS,2017-04-05
48/392/0005/,17557,M & S J THWAITES,2017-04-05
48/388/0004/,17528,"G, P & R SIMPSON",2017-04-05
06/146/0024/,648,D & P HOLLINSHEAD,2017-04-05
06/254/0049/,1027,J S DODD & SONS,2017-04-05
06/219/0019/,860,M/S T & R GLEAVE & SONS,2017-04-05
08/173/0102/,3585,A MOUNSEY & SON,2017-04-05
08/128/0009/,3358,MESSRS W A & M MOUNSEY,2017-04-05
08/129/0016/,3364,MESSRS W I FOSTER,2017-04-05
10/120/0004/,6221,HOLLAND FARMERS,2017-04-05
10/406/0145/,6917,S E J TAPP & SONS,2017-04-05
09/310/0004/,5093,RAINS & SON,2017-04-05
10/144/0020/,5722,M R & C M GILBERT,2017-04-05
10/144/0020/,5722,M R & C M GILBERT,2017-04-06
48/472/0041/,17720,G R SCALING & SON,2017-04-06
44/623/0398/,16274,B S ROBERTS & SON,2017-04-06
41/146/0023/,15966,F J BUTLER & SONS,2017-04-06
36/395/0113/,14169,GILCOMBE FARM,2017-04-06
21/029/0024/,9708,J & E COAR,2017-04-06
21/029/0024/,9708,J & E COAR,2017-04-06
36/017/0065/,13294,C S & J M PETHERAM,2017-04-06
35/203/0013/,12974,Henry Yates,2017-04-06
35/082/0057/,12476,J A & H E Lutner,2017-04-06
37/233/0101/,30515,T/A: High Ash Farm,2017-04-06
48/470/0170/,29390,J & E M GILL & SON LTD,2017-04-06
85/046/0227/,29969,GLANDWR FARM,2017-04-06
21/672/0026/,29788,Emma's Dairy,2017-04-06
37/052/0125/,29228,J & L POT LIMITED,2017-04-07
41/138/0075/,30306,T/A: Private Limited Company: Company No. 08679028,2017-04-07
35/281/0030/,30822,V Evans and Partners,2017-04-07
35/050/0005/,12390,Culloden House Farm Ltd,2017-04-07
36/242/0034/,13848,D I Bowles & Son,2017-04-07
36/446/0015/,14322,W T Curtis & Son,2017-04-07
42/449/0002/,16022,M & J FRANKLIN AND SON,2017-04-07
09/242/0033/,4970,SEWELL FARMERS,2017-04-07
09/311/0017/,5104,W H W & E A L Cartledge & Son,2017-04-07
09/241/0027/,4966,G L BROWN,2017-04-07
11/046/0036/,7203,E R J ANGELL AND R J ANGELL,2017-04-07
06/203/0006/,804,T/A: L V & D F Dakin & Partners,2017-04-07
08/173/0102/,3585,A MOUNSEY & SON,2017-04-10
08/011/0023/,2703,MESSRS R AND M COTTAM,2017-04-10
08/032/0010/,2818,M/S A & A E HARRISON,2017-04-10
08/001/0059/,2658,J E  & P L DONALDSON,2017-04-10
11/077/0014/,7318,C J CLARKE & SON,2017-04-10
11/215/0005/,7717,R E TIBBS,2017-04-10
08/396/0002/,4135,T COWPERTHWAITE & SON,2017-04-10
36/408/0005/,14223,J TROTT & SONS,2017-04-10
36/236/0007/,13827,L Sealey & Sons Ltd,2017-04-10
35/272/0029/,13209,M & J C Gould Ltd,2017-04-10
35/174/0137/,12930,B M Harris & Partners,2017-04-10
35/075/0038/,12445,"R J, E M & A J Wilson",2017-04-10
35/137/0069/,12618,Mrs S G M & Mr I C Mansell,2017-04-10
22/189/0011/,10915,T H LEE & SON,2017-04-10
21/417/0023/,10532,T/A: W S BURROW & SON,2017-04-11
37/152/0110/,15077,GM & HJ FERN,2017-04-11
48/720/0009/,18088,N W & M VASEY & SON LTD,2017-04-11
48/723/0005/,18100,C W BRITTON & SON LTD,2017-04-11
52/167/0001/,19178,ROBERT PRYCE-JONES,2017-04-11
17/322/0026/,9173,J R WESTON,2017-04-11
07/199/0051/,2520,K BOTTRELL,2017-04-11
07/200/0001/,2528,N H SEMMENS & SON LTD,2017-04-11
37/215/0003/,30521,T/A: Peter Hill & Son,2017-04-11
08/634/0135/,30710,T/A: AP and CH Sharphouse,2017-04-11
52/167/0147/,30248,"T/A: F, G & G Mountford",2017-04-11
56/085/0001/,21976,H M & B & S EDWARDS,2017-04-11
56/029/0004/,21736,T/A: J & B RICHARDS,2017-04-11
56/241/0049/,22229,C H & E S LUNT & SON,2017-04-12
09/151/0095/,29737,R S Hall,2017-04-12
10/082/0030/,29899,R.W. Rolle,2017-04-12
11/202/0014/,29671,P Wade,2017-04-12
11/202/0014/00,29677,LUCY ASHBY,2017-04-12
55/257/0143/,29678,Chuckling Goat Ranch,2017-04-12
55/270/0016/,29396,AU Farms,2017-04-12
60/113/0154/,29458,J & M Edwards & Son,2017-04-12
08/359/0018/,3955,M H & A R ROBINSON,2017-04-12
06/026/0005/,367,A E LATHAM,2017-04-12
14/182/0025/,8417,C.J. BATT AND SON,2017-04-12
11/162/0007/,7545,P & D Trowbridge,2017-04-12
10/412/0002/,6939,BICTON COLLEGE,2017-04-12
10/325/0040/,6559,G C D M & J C PALMER,2017-04-12
10/366/0085/,6766,MISS J H BARRY,2017-04-12
09/109/0083/,4724,J W WALKER & SONS,2017-04-12
45/117/0010/,16612,M J Trowbridge & Son,2017-04-12
45/001/0003/,16374,"G A, C D & A E Dolman",2017-04-12
21/402/0029/,10427,W G & E SUTCLIFFE & SONS,2017-04-12
21/402/0036/,10431,W SIMPSON  & CO,2017-04-12
36/229/0029/,13789,SOMERS FARM PARTNERSHIP,2017-04-12
36/130/0026/,13555,W J Masters & Sons Ltd,2017-04-12
21/387/0474/,10405,M & M TATTERSALL,2017-04-13
28/480/0005/,11370,K R BRITTON & SON,2017-04-13
28/375/0004/,11326,POINTEN BROS,2017-04-13
44/901/0163/,16371,T/A: N & J MCLINTOCK,2017-04-13
44/690/0044/,16325,J & S Y KENYON & SONS,2017-04-13
55/024/0006/,19886,M/S J & R TWOSE & SONS,2017-04-13
55/024/0052/,19895,W R & A K Evans,2017-04-13
55/024/0117/,19903,S P & S R Davies,2017-04-13
55/025/0055/,19920,P G F James,2017-04-13
10/195/0024/,6036,W & N FURSE,2017-04-13
08/185/0033/,3636,M/S T W ARMSTRONG & SONS,2017-04-13
08/129/0021/,3365,E & D E HORN,2017-04-13
07/199/0043/,2518,W C BOTTRELL,2017-04-13
55/081/0013/,29376,"J H, C A & W L Phillips",2017-04-13
07/221/0030/,30761,T/A: TPW Uglow,2017-04-13
10/193/0233/,30860,T/A: ARP Contract,2017-04-13
14/097/0005/,30478,T/A: T E Lander,2017-04-18
48/845/0129/,29582,C DEAN & L J BRENNAND,2017-04-18
52/167/0147/,30248,"T/A: F, G & G Mountford",2017-04-18
52/161/0041/,19119,L A & S M LLOYD,2017-04-18
52/161/0076/,19122,M & J & E HUGHES,2017-04-18
49/543/0015/,18704,BRIAN HAIGH,2017-04-18
48/845/0042/,18358,M/S J A PARKER AND SON,2017-04-18
36/447/0010/,14328,C G RAYMONT & PARTNERS,2017-04-19
35/147/0023/,12689,W G & S P Foulkes & Sons,2017-04-19
07/183/0007/,2385,C E A WILLIAMS & SON,2017-04-19
08/359/0016/,3954,MR R T ROBINSON,2017-04-19
08/369/0009/,3996,MR & MRS J A BATTY & SONS,2017-04-19
08/339/0056/,3888,J W & T E SHARP,2017-04-19
06/203/0006/,804,T/A: L V & D F Dakin & Partners,2017-04-19
07/076/0048/,1889,G H & S A PARSONS Ltd,2017-04-19
07/171/0003/,2328,T C LANE,2017-04-19
10/148/0049/,5757,"R J, G M & A J Tucker",2017-04-19
10/120/0019/,5647,MR D J LEWIS,2017-04-19
09/048/0070/,4572,K A & A SMITH,2017-04-19
09/062/0005/,4628,MR D R & MRS J E HINDS & SON,2017-04-19
10/237/0022/,6295,MARISTOW FARMS,2017-04-19
10/237/0022/,6296,MARISTOW FARMS,2017-04-19
11/209/0032/,7684,T/A: Meggy Moo?s Limited,2017-04-19
13/083/0050/,8109,R STRATHERN,2017-04-19
13/317/0050/,8164,MRS J P SHIPTON,2017-04-19
10/082/0030/,29899,R.W. Rolle,2017-04-19
06/286/0024/,30305,"T/A: Michael, Carol, Dorothy & George Cope",2017-04-19
10/253/0485/,30646,T/A: DR & VA Lawrence,2017-04-19
10/178/0196/,30844,T/A: C G Courtier & Son,2017-04-19
17/177/0184/,30862,T/A: L & E Legge,2017-04-19
39/005/0071/,29968,R & J MORTON,2017-04-20
28/271/0004/,29444,BIRCHAM WINDMILL,2017-04-20
40/045/7000/,29519,D & P THOMPSON,2017-04-20
10/156/0006/,5794,RM & MW Squire,2017-04-20
10/160/0011/,5821,Cleave Farm Partnership,2017-04-20
08/180/0007/,3600,MR B R DALGLEISH,2017-04-20
08/011/0009/,2699,F J LISTER & SON,2017-04-20
08/011/0024/,2704,MR R W CRAYSTON,2017-04-20
36/096/0010/,13514,C J White & Partners,2017-04-20
36/280/0201/,13949,MESSRS A & R HEMBROW,2017-04-20
36/017/0065/,13294,C S & J M PETHERAM,2017-04-20
28/628/0009/,11389,W J & M R PALMER,2017-04-20
21/007/0017/,9615,THOMAS PARKINSON,2017-04-20
21/143/0009/,9942,PA & D SLATER,2017-04-20
21/042/0066/,9756,T/A: Pulford Farm Dairies,2017-04-20
36/446/0015/,14322,W T Curtis & Son,2017-04-20
44/901/0163/,16371,T/A: N & J MCLINTOCK,2017-04-20
48/474/0012/,17733,E R CORNFORTH & SON,2017-04-21
55/024/0006/,19886,M/S J & R TWOSE & SONS,2017-04-21
53/012/0017/,19219,"I W, D & E W OWEN",2017-04-21
35/199/0030/,12969,G H Barker & Sons,2017-04-21
35/152/0095/,12730,J W & J Holland,2017-04-21
08/063/0004/,3044,M/S MORRIS EYTON & SON,2017-04-21
07/005/051 /,1571,C THOMAS & SON,2017-04-21
56/239/0098/,22210,I C EDWARDS,2017-04-21
56/070/0123/,21931,H R & E R HUGHES,2017-04-21
55/015/0103/,27872,A J Law,2017-04-24
55/529/0039/,21581,M L & J A McNamara,2017-04-24
08/081/0065/,3185,"M/S R, D & R J MUSGRAVE",2017-04-24
08/068/0035/,3099,M/S H R HENDERSON & SON,2017-04-24
08/068/0080/,3109,MESSRS R PIGG & SON,2017-04-24
35/127/0012/,12601,T A & E Smith,2017-04-24
55/015/0067/,19788,J E A Owens & Partners,2017-04-24
55/009/0027/,19661,E & Mrs G Davies,2017-04-24
55/025/0027/,19917,D R & A D R & C L Bevan,2017-04-24
55/076/0069/,20350,D I Evans,2017-04-24
52/161/0019/,19116,N C Bowdler & Sons Ltd,2017-04-25
48/421/0017/,17645,M/S J C & V A LANCASTER,2017-04-25
48/390/0011/,17538,R WOOD & SON,2017-04-25
48/394/0003/,17565,"J J, A A & R MCGREGOR",2017-04-25
41/023/0169/,15733,OLD PLAW HATCH FARM LIMITED,2017-04-25
35/156/0062/,12760,J W Jones & Sons,2017-04-25
24/629/0006/,11170,T/A: A M Duguid & Son,2017-04-25
24/735/0012/,11191,BENLEN GOATS,2017-04-25
14/125/0068/,8344,S E & J A ROYLE,2017-04-25
55/450/0058/,21185,J V & L Thomas,2017-04-25
55/455/0013/,21202,B J Harries & Co.,2017-04-25
55/455/0013/,21202,B J Harries & Co.,2017-04-25
55/455/0059/,21207,J T EVANS,2017-04-25
55/455/0059/,21207,J T EVANS,2017-04-25
55/443/0010/,29072,"M D, A L & D J Price",2017-04-25
10/006/0260/,29492,T/A: DL & CRJ Diepenbroek,2017-04-26
55/404/0010/,20989,A & C K Batchelor,2017-04-26
55/563/0049/,21665,Bowett Farm Ltd,2017-04-26
36/331/0029/,28807,Bartlett Bros,2017-04-26
41/099/0014/,28927,JOHN S PILE (FARMS) LTD,2017-04-26
55/404/0032/,28941,D W Alderman & Sons,2017-04-26
10/223/0124/,30823,T/A: Holland Farmers,2017-04-26
10/181/0085/,30297,T/A: KM & AEM Furse,2017-04-26
17/480/0006/,9319,R H TROUGHTON,2017-04-26
17/054/0001/,8970,A & J Williams,2017-04-26
10/161/0016/,5826,R W H DILLING,2017-04-26
10/207/0055/,6134,S J & M D LOUD,2017-04-26
10/115/0018/,5600,D C BARTLETT,2017-04-26
10/104/009 /,5524,D Vincent & Kenvin Ltd,2017-04-26
09/259/0001/,4998,R & K F DUMELOW,2017-04-26
06/382/0001/,1459,D & W Davenport,2017-04-26
06/350/0027/,1378,Fletcher & Co LLP,2017-04-26
06/361/0041/,1415,MESSRS C & E VENABLES & SON,2017-04-26
06/264/0043/,1056,CLAYDEN HOLSTEINS,2017-04-26
35/081/0002/,12465,Mr N G Annandale & Son,2017-04-26
36/220/0079/,13735,B S NEWTH & SON,2017-04-26
36/232/0071/,13809,B & G A CRISTOFOLI,2017-04-26
41/056/0236/,15755,P G T HOOK & SON,2017-04-26
37/030/0003/,14555,T/A: Park House Dairy Limited,2017-04-26
36/406/0014/,14215,C L G Wadman & J Wadman & Sons,2017-04-26
37/060/0668/,14733,G & L BELFIELD & SON,2017-04-26
37/102/0013/,14936,P R & J LAWLEY,2017-04-27
48/827/0038/,18286,M/S H & R LEE,2017-04-27
48/594/0018/,17953,A & S L THROUP & SON,2017-04-27
52/151/0017/,19072,A T WILLIAMS,2017-04-27
52/151/0097/,19076,JP FARMS,2017-04-27
55/042/0025/,20077,W P THOMAS & SON,2017-04-27
55/009/0061/,19668,A & M Griffiths Ltd,2017-04-27
55/012/0086/,19740,Mr I & S Smith,2017-04-27
21/402/0029/,10427,W G & E SUTCLIFFE & SONS,2017-04-27
21/147/0009/,9974,SHEPHERDS DAIRY LTD,2017-04-27
08/185/0033/,3636,M/S T W ARMSTRONG & SONS,2017-04-27
08/173/0102/,3585,A MOUNSEY & SON,2017-04-27
08/129/0016/,3364,MESSRS W I FOSTER,2017-04-27
08/129/0021/,3365,E & D E HORN,2017-04-27
52/254/0011/,30857,T/A:BRYAN PUGH,2017-04-27
49/431/0008/,29452,S BREARE,2017-04-27
37/025/0105/,29646,A & M WHEAT,2017-04-27
55/427/0041/,21028,M & Mrs M A Harries,2017-04-28
55/439/0103/,21102,I A DAVIES & SONS,2017-04-28
55/219/0044/,20669,P J & A H Jones,2017-04-28
34/418/0037/,30775,T/A: R.J.W Goat Herd,2017-04-28
08/178/0019/,3596,M/S E A & A DODD,2017-04-28
08/066/0048/,3084,MESSRS STODDART,2017-04-28
08/065/0140/,3074,MR J W GRAHAM,2017-04-28
07/200/0001/,2528,N H SEMMENS & SON LTD,2017-04-28
